id_competence,lbl_competence,type_competence
101261,"Positionnement de motifs d'impression, de dentelle, ...",Savoir
101262,Traçage à main levée,Savoir
101271,Techniques de bijouterie,Savoir
101273,"Déterminer les conditions de réfection ou de réalisation de l'article (siège, tenture, ...) ou d'un ensemble d'ameublement selon l'état, le style de mobilier, le délai, le coût des matériaux",SavoirFaire
101275,"Mesurer les murs, fenêtres, carcasses et déterminer les quantités de matériaux et accessoires nécessaires",SavoirFaire
101282,Caractéristiques des sièges,Savoir
101283,Techniques de guindage de ressorts,Savoir
101286,Réaliser des décors de fenêtres,SavoirFaire
101287,Réaliser des garnitures de siège,SavoirFaire
101288,Réaliser des matelas,SavoirFaire
101291,Techniques de capitonnage,Savoir
101299,Poser des stores,SavoirFaire
101300,Procédures de sécurité sur chantier,Savoir
101308,"Définir la cible, les tarifs et garanties de nouveaux produits et organiser le plan de lancement",SavoirFaire
101311,Assister les collaborateurs au niveau commercial et technique,SavoirFaire
101312,Logiciels de statistiques,Savoir
101314,Droit des assurances,Savoir
101315,Analyse statistique,Savoir
101332,Modélisation mathématique,Savoir
101341,Droit de la sécurité sociale,Savoir
101342,Procédures de recouvrement de créances,Savoir
101343,Principes de la relation client,Savoir
101350,Procédures d'indemnisation des sinistres,Savoir
101351,Caractéristiques des produits financiers,Savoir
101358,Techniques d'expertise de biens,Savoir
101359,Droit commercial,Savoir
101360,Comptabilité générale,Savoir
101370,Définir une stratégie commerciale,SavoirFaire
101388,Gestion des Ressources Humaines,Savoir
101397,Logiciels de modélisation et simulation,Savoir
101398,Finance,Savoir
101399,Marketing / Mercatique,Savoir
101400,Économétrie,Savoir
101411,Accidentologie,Savoir
101424,Réglementation du transport de matières et produits dangereux,Savoir
101425,Réglementation des Installations Classées pour la Protection de l'Environnement - ICPE,Savoir
101430,"Constater les dommages, dégâts, pertes sur les lieux du sinistre et auprès des assurés",SavoirFaire
101431,"Recueillir les preuves, témoignages et rapports de police auprès des parties impliquées dans le sinistre (victimes, témoins, services de secours, ...)",SavoirFaire
101449,Réglementation sécurité incendie,Savoir
101450,Techniques de protection et de prévention des pollutions,Savoir
101451,Techniques anti-intrusion,Savoir
101452,Réglementation de la réassurance,Savoir
101460,Réglementation des produits d'assurances,Savoir
101462,Production en assurances,Savoir
101463,Souscription en assurances,Savoir
101489,Droit du travail,Savoir
101503,Modes de paiement,Savoir
101504,Procédures de transfert de devises,Savoir
101505,Réglementation bancaire,Savoir
101506,Règles et consignes de sécurité,Savoir
101507,Procédures d'administration de compte bancaire,Savoir
101508,Typologie des devises,Savoir
101509,Règles de conversion monétaire,Savoir
101512,Émettre un avis / une décision argumentés en fonction de la délégation en charge et élaborer la note de synthèse,SavoirFaire
101516,Calculs financiers,Savoir
101534,Économie des marchés financiers,Savoir
101535,Droit du commerce international,Savoir
101543,Développer un service bancaire de gestion de patrimoine,SavoirFaire
101545,Développer des services bancaires pour des placements boursiers,SavoirFaire
101547,Développer un service bancaire de prévoyance,SavoirFaire
101559,Droit civil,Savoir
101560,Droit du patrimoine professionnel,Savoir
101563,Arrêter les termes d'un contrat,SavoirFaire
101570,Spécificités juridiques des professions libérales,Savoir
101573,Analyse comptable et financière,Savoir
101588,Analyse d'indicateurs financiers,Savoir
101589,Microéconomie,Savoir
101590,Macroéconomie,Savoir
101591,Mathématiques financières,Savoir
101596,Gestion de portefeuille financier,Savoir
101597,Gestion de trésorerie,Savoir
101607,Méthodes de valorisation,Savoir
101609,Réglementation des marchés financiers,Savoir
101615,Réguler la vente d'actifs financiers sur le marché boursier,SavoirFaire
101622,"Procéder à l'enregistrement, au tri, à l'affranchissement du courrier",SavoirFaire
101639,Droit immobilier,Savoir
101640,Droit de l'urbanisme et de la construction,Savoir
101642,Économie de la construction,Savoir
101645,Réglementation du contentieux,Savoir
101646,Réglementation de la copropriété,Savoir
101653,Réglementation fiscale immobilière,Savoir
101654,Techniques de médiation,Savoir
101665,Techniques de construction,Savoir
101675,Urbanisme,Savoir
101695,Marché de l'immobilier,Savoir
101715,Ficelage des viandes,Savoir
101716,Chaîne du froid,Savoir
101718,Techniques de désossage,Savoir
101719,Techniques de parage des viandes,Savoir
101720,Techniques d'embossage de viande,Savoir
101738,"Sélectionner et doser les ingrédients (farine, levure, additifs, ...) pour la réalisation des pâtes à pain ou à viennoiserie, les mélanger et effectuer le pétrissage, l'abaisse",SavoirFaire
101743,Calcul de quantité,Savoir
101744,Conversion d'unités de mesure,Savoir
101745,Tourage de pâte,Savoir
101746,Pétrissage manuel,Savoir
101747,Utilisation de pétrin mécanique,Savoir
101748,Caractéristiques des farines,Savoir
101750,Réaliser des confiseries,SavoirFaire
101752,Réaliser des pâtisseries,SavoirFaire
101757,Utilisation de four à bois,Savoir
101758,Utilisation de trancheuse,Savoir
101760,Conditions de surgélation,Savoir
101767,Modes de conservation des produits alimentaires,Savoir
101779,Mise en conserve,Savoir
101780,Techniques de fumage,Savoir
101781,Techniques de salaison,Savoir
101782,Modes de cuisson des aliments,Savoir
101784,Variétés de viandes,Savoir
101786,"Sélectionner et doser les ingrédients (farine, levure, additifs, ...) pour la réalisation des produits",SavoirFaire
101790,Caractéristiques des pâtes de pâtisserie,Savoir
101792,Fermentation des pâtes à pâtisserie,Savoir
101797,Utilisation de trempeuse (chocolat),Savoir
101798,Utilisation de sorbetière,Savoir
101799,Moulage de pièces de chocolat,Savoir
101800,Techniques de sculptage de chocolat,Savoir
101801,"Caractéristiques du sirop de sucre (nappe, petit filé, ...)",Savoir
101809,Utilisation d'outils de découpe,Savoir
101810,Pelage de poissons,Savoir
101811,Dressage de plateaux de fruits de mer,Savoir
101813,Variétés de poissons,Savoir
101814,Variétés de crustacés,Savoir
101815,Variétés de coquillages,Savoir
101818,Cartographie des zones de pêche,Savoir
101825,"Renseigner le support de suivi de traçabilité des marchandises (dates de livraison, relevés des températures, numéros de lot, ...)",SavoirFaire
101829,"Utilisation d'engins de manutention non motorisés (transpalette, diable, ...)",Savoir
101846,Types de pain,Savoir
101848,Types de produits de charcuterie,Savoir
101850,Variétés de fruits et légumes,Savoir
101851,Caractéristiques des fromages,Savoir
101853,Caractéristiques des vins,Savoir
101859,Réglementation du commerce électronique,Savoir
101869,Réglementation phytosanitaire,Savoir
101879,Réglementation du commerce de l'art,Savoir
101880,Cours des marchés de l'art,Savoir
101898,Techniques de restauration,Savoir
101899,Techniques de reliure,Savoir
101901,Accueillir le client et l'installer,SavoirFaire
101902,"Identifier la coiffure attendue (coupe, coloration, traitement, ...) et conseiller le client (morphologie, implantation des cheveux, ...)",SavoirFaire
101903,"Réaliser le diagnostic capillaire, les préparations du lavage et le shampoing",SavoirFaire
101904,"Couper les cheveux (dégradés, effilés, piquetés)",SavoirFaire
101905,"Procéder à la mise en forme ou en volume des cheveux (enroulement, bouclage, brushing, ...), au coiffage, à la fixation ou brillance (laque, gel, ...)",SavoirFaire
101906,Présenter au client sa coiffure sous différents angles pour recueillir son avis,SavoirFaire
101908,"Manipulation d'outil tranchant (ciseaux de coupe, cranteur, ...)",Savoir
101909,Diagnostic capillaire,Savoir
101910,Techniques de coupes de cheveux,Savoir
101911,Techniques de séchage,Savoir
101912,Coiffure enfant,Savoir
101913,Coiffure femme,Savoir
101914,Coiffure homme,Savoir
101915,"Techniques de décoloration, de coloration de cheveux (contraste, ton sur ton, d'oxydation, ...)",Savoir
101916,Réaliser des prestations de coiffure afro-antillaise,SavoirFaire
101917,Réaliser des prestations de manucure,SavoirFaire
101918,Réaliser des prestations de montage de chevelures de remplacement ou de postiches,SavoirFaire
101919,Réaliser des prestations de montage de chignons,SavoirFaire
101920,Réaliser des prestations de rasage et taille de moustaches et barbes,SavoirFaire
101921,Réaliser des prestations de tressage,SavoirFaire
101923,Techniques de pose de perruques,Savoir
101924,"Accueillir la personne, identifier les soins appropriés et lui en présenter les modalités (résultats attendus, durée de traitement)",SavoirFaire
101925,"Installer la personne sur le lieu de soins (appareil, baignoire, douche, cabine, ...)",SavoirFaire
101926,"Appliquer les soins corporels (hydrothérapie, fangothérapie) ou surveiller le déroulement des soins selon le protocole",SavoirFaire
101927,"Assister les masseurs-kinésithérapeutes, médecins pour l'application de soins lors de cure médicalisée",SavoirFaire
101928,"Informer les personnels de santé des réactions de la personne (rougeur, essoufflement, ...)",SavoirFaire
101931,Techniques de balnéothérapie,Savoir
101932,Techniques d'hydrothérapie,Savoir
101933,Pratiquer des soins d'hydrothérapie par aspersion de jet d'eau,SavoirFaire
101934,"Pratiquer des soins d'hydrothérapie par baignade, immersion",SavoirFaire
101935,"Pratiquer des soins d'hydrothérapie par enveloppement d'algues, de boues, cataplasmes, ...",SavoirFaire
101936,"Pratiquer des soins d'hydrothérapie par gargarisme, inhalation, irrigation, pulvérisation, nébulisation, ...",SavoirFaire
101937,"Pratiquer des soins d'hydrothérapie par techniques manuelles drainantes, relaxantes, raffermissantes, stimulantes, ...",SavoirFaire
101938,Cosmétique,Savoir
101945,Réaliser le suivi administratif d'un contrat de location,SavoirFaire
101946,"Vérifier l'état général, le fonctionnement du matériel de location, identifier des anomalies et effectuer l'entretien de premier niveau",SavoirFaire
101948,Procédures d'entretien de premier niveau des équipements et matériels,Savoir
101949,Techniques de prévention et de gestion de conflits,Savoir
101952,Réaliser la location de matériel de plage,SavoirFaire
101959,Réglementation liée aux véhicules,Savoir
101962,"Trier les articles et déterminer les modes de nettoyage (à l'eau, à sec, avec détachage, ...)",SavoirFaire
101967,"Restituer les articles au client après contrôle du nettoyage, repassage",SavoirFaire
101970,Utilisation de console vapeur,Savoir
101974,"Repasser du textile (vêtements, linge)",SavoirFaire
101979,Réaliser le démontage et le remontage de cravate,SavoirFaire
101980,Réaliser la pose de fermeture à glissière,SavoirFaire
101981,Réaliser une reprise d'ourlet,SavoirFaire
101983,Redonner leur teinte initiale à des articles textiles,SavoirFaire
101984,Redonner leur teinte initiale à des cuirs et peaux,SavoirFaire
101985,Redonner leur teinte initiale à des tapis,SavoirFaire
101987,Procédures de retraitement des déchets,Savoir
101988,Déterminer les réparations ou modifications de l'article,SavoirFaire
101992,"Vérifier la stabilité, l'aplomb, ... et procéder aux ajustements nécessaires",SavoirFaire
101996,Utilisation de machine plate,Savoir
102003,Caractéristiques anatomiques du pied,Savoir
102004,Techniques de retouche,Savoir
102005,Techniques de ressemelage,Savoir
102006,"Réaliser des prestations de service de composition et impression de documents (faire-part, cartes de visites, ...)",SavoirFaire
102009,Utilisation de presse à découper/emboutir,Savoir
102011,Techniques de montage Blake,Savoir
102012,Techniques de cousu norvégien,Savoir
102013,Techniques de couture petit point,Savoir
102015,Techniques de montage en maroquinerie,Savoir
102016,"Identifier les retouches, réparations à réaliser sur le vêtement et renseigner le client sur les conditions",SavoirFaire
102019,"Insérer les éléments de serrage (élastique, ...), renfort et protection (coudière, ...) sur l'article",SavoirFaire
102020,"Assembler préalablement et fixer les différents éléments (doublure, col, manche, ...) par couture",SavoirFaire
102021,Vérifier la symétrie et le bien-aller du vêtement sur mannequin ou lors de l'essayage,SavoirFaire
102023,Lecture de fiche technique,Savoir
102024,Utilisation d'ourleuse,Savoir
102026,Retoucher ou modifier des cuirs et peaux,SavoirFaire
102027,Retoucher ou faire des modifications sur maille,SavoirFaire
102028,Retoucher ou modifier des matériaux composites,SavoirFaire
102029,"Retoucher ou faire des modifications sur polyuréthane (Mousse, ...)",SavoirFaire
102030,Retoucher ou faire des modifications sur tissu enduit,SavoirFaire
102031,Retoucher ou faire des modifications sur tissu extensible,SavoirFaire
102032,Retoucher ou faire des modifications sur tissu léger,SavoirFaire
102033,Retoucher ou faire des modifications sur tissu lourd,SavoirFaire
102034,Stoppage,Savoir
102035,Rapiéçage,Savoir
102036,Techniques de couture cuir,Savoir
102037,"Retoucher ou faire des modifications sur des accessoires, sacs, ...",SavoirFaire
